blockid,blockfoundat,duration,poolhashrate,ourhashrate,amount,totalreward
30914,9/27/2017 3:46,0:49:05,541.1,13.87,0.000362,14.42962
30913,9/27/2017 2:57,0:37:42,540.7,12.85,0.000298,12.80249
30912,9/27/2017 2:19,0:06:37,542.2,13.71,0.000322,12.98519
30911,9/27/2017 2:13,2:31:15,542.5,14.04,0.00034,13.40007
30910,9/26/2017 23:42,0:50:20,541.8,13.22,0.000308,12.86617
30909,9/26/2017 22:51,2:34:14,549.2,13.53,0.00031,12.83215
30908,9/26/2017 20:17,1:33:40,549.7,12.79,0.000318,13.93947
30907,9/26/2017 18:43,9:22:04,586.2,13.87,0.000319,13.77388
30906,9/26/2017 9:21,0:31:32,533.8,13.7,0.000355,14.11126
30905,9/26/2017 8:50,0:02:04,544.7,14.26,0.000337,13.14423
30904,9/26/2017 8:48,6:34:17,547.2,14.05,0.000349,13.85446
30903,9/26/2017 2:13,2:22:04,537.7,13.96,0.000355,13.939
